[5/7/2022 10:48:08 AM | 941 ms] : ( d1_11.99504_False_0 )
[5/7/2022 11:13:09 AM | 492 ms] : ( d6_1201.472_False_0 )
[5/7/2022 11:13:09 AM | 601 ms] : ( d1_11.04191_False_0 )
[5/7/2022 11:13:09 AM | 616 ms] : ( d2_35.59162_False_0 )
[5/7/2022 11:13:09 AM | 632 ms] : ( d3_15.32456_False_0 )
[5/7/2022 11:13:09 AM | 648 ms] : ( d4_54.01292_False_0 )
[5/7/2022 11:13:09 AM | 663 ms] : ( d5_152.0195_False_0 )
[5/7/2022 11:13:09 AM | 679 ms] : ( d6_1048.239_False_0 )
[5/7/2022 11:13:09 AM | 787 ms] : ( d1_11.68979_False_0 )
[5/7/2022 11:13:09 AM | 802 ms] : ( d2_30.99462_False_0 )
[5/7/2022 11:13:09 AM | 817 ms] : ( d3_18.79223_False_0 )
[5/7/2022 11:13:09 AM | 833 ms] : ( d4_46.17252_False_0 )
[5/7/2022 11:13:09 AM | 849 ms] : ( d5_290.7263_False_0 )
[5/7/2022 11:13:09 AM | 865 ms] : ( d6_1156.218_False_0 )
[5/7/2022 11:13:09 AM | 977 ms] : ( d1_10.77039_False_0 )
[5/7/2022 11:13:09 AM | 992 ms] : ( d2_34.23401_False_0 )
[5/7/2022 11:13:10 AM |   8 ms] : ( d3_19.87203_False_0 )
[5/7/2022 11:13:10 AM |  24 ms] : ( d4_53.10785_False_0 )
[5/7/2022 11:13:10 AM |  40 ms] : ( d5_133.9181_False_0 )
[5/7/2022 11:13:10 AM |  56 ms] : ( d6_1002.985_False_0 )
[5/7/2022 11:13:10 AM | 166 ms] : ( d1_11.41826_False_0 )
[5/7/2022 11:13:10 AM | 182 ms] : ( d2_29.63701_False_0 )
[5/7/2022 11:13:10 AM | 198 ms] : ( d3_18.3397_False_0 )
[5/7/2022 11:13:10 AM | 213 ms] : ( d4_45.26744_False_0 )
[5/7/2022 11:13:10 AM | 229 ms] : ( d5_272.6248_False_0 )
[5/7/2022 11:13:10 AM | 245 ms] : ( d6_1110.965_False_0 )
[5/7/2022 11:13:10 AM | 355 ms] : ( d1_10.49887_False_0 )
[5/7/2022 11:13:10 AM | 371 ms] : ( d2_32.8764_False_0 )
[5/7/2022 11:13:10 AM | 386 ms] : ( d3_19.41949_False_0 )
[5/7/2022 11:13:10 AM | 402 ms] : ( d4_52.20278_False_0 )
[5/7/2022 11:13:10 AM | 418 ms] : ( d5_115.8166_False_0 )
[5/7/2022 11:13:10 AM | 433 ms] : ( d6_1457.731_False_0 )
[5/7/2022 11:13:10 AM | 541 ms] : ( d1_11.14674_False_0 )
[5/7/2022 11:13:10 AM | 557 ms] : ( d2_28.27941_False_0 )
[5/7/2022 11:13:10 AM | 572 ms] : ( d3_17.88716_False_0 )
[5/7/2022 11:13:10 AM | 587 ms] : ( d4_54.36237_False_0 )
[5/7/2022 11:13:10 AM | 602 ms] : ( d5_254.5234_False_0 )
[5/7/2022 11:13:10 AM | 617 ms] : ( d6_1065.711_False_0 )
[5/7/2022 11:13:10 AM | 728 ms] : ( d1_10.22734_False_0 )
[5/7/2022 11:13:10 AM | 744 ms] : ( d2_31.51879_False_0 )
[5/7/2022 11:13:10 AM | 759 ms] : ( d3_18.96696_False_0 )
[5/7/2022 11:13:10 AM | 775 ms] : ( d4_51.29771_False_0 )
[5/7/2022 11:13:10 AM | 791 ms] : ( d5_297.7152_False_0 )
[5/7/2022 11:13:10 AM | 807 ms] : ( d6_1412.478_False_0 )
[5/7/2022 11:13:10 AM | 917 ms] : ( d1_10.87522_False_0 )
[5/7/2022 11:13:10 AM | 932 ms] : ( d2_26.9218_False_0 )
[5/7/2022 11:13:10 AM | 947 ms] : ( d3_17.43463_False_0 )
[5/7/2022 11:13:10 AM | 963 ms] : ( d4_53.4573_False_0 )
[5/7/2022 11:13:10 AM | 979 ms] : ( d5_236.422_False_0 )
[5/7/2022 11:13:10 AM | 994 ms] : ( d6_1020.457_False_0 )
[5/7/2022 11:13:11 AM | 105 ms] : ( d1_12.95582_False_0 )
[5/7/2022 11:13:11 AM | 121 ms] : ( d2_30.16119_False_0 )
[5/7/2022 11:13:11 AM | 142 ms] : ( d3_17.69632_True_0 )
[5/7/2022 11:13:11 AM | 169 ms] : ( d4_53.98069_True_20 )
[5/7/2022 11:13:11 AM | 185 ms] : ( d5_246.8897_True_30 )
[5/7/2022 11:13:11 AM | 201 ms] : ( d6_1046.627_True_40 )
[5/7/2022 11:13:11 AM | 310 ms] : ( d1_10.11284_True_110 )
[5/7/2022 11:13:11 AM | 326 ms] : ( d2_30.94627_True_120 )
[5/7/2022 11:13:11 AM | 342 ms] : ( d3_17.95801_True_130 )
[5/7/2022 11:13:11 AM | 359 ms] : ( d4_54.50408_True_140 )
[5/7/2022 11:13:11 AM | 374 ms] : ( d5_161.8425_True_150 )
[5/7/2022 11:13:11 AM | 390 ms] : ( d6_1072.796_True_160 )
[5/7/2022 11:13:11 AM | 499 ms] : ( d1_11.83713_True_230 )
[5/7/2022 11:13:11 AM | 514 ms] : ( d2_31.73135_True_240 )
[5/7/2022 11:13:11 AM | 533 ms] : ( d3_19.03781_True_250 )
[5/7/2022 11:13:11 AM | 546 ms] : ( d4_51.43941_True_260 )
[5/7/2022 11:13:11 AM | 562 ms] : ( d5_100.5493_True_270 )
[5/7/2022 11:13:11 AM | 577 ms] : ( d6_1180.776_True_280 )
[5/7/2022 11:13:11 AM | 692 ms] : ( d1_10.91773_True_360 )
[5/7/2022 11:13:11 AM | 704 ms] : ( d2_34.97074_True_360 )
[5/7/2022 11:13:11 AM | 720 ms] : ( d3_17.50548_True_370 )
[5/7/2022 11:13:11 AM | 735 ms] : ( d4_53.599_True_380 )
[5/7/2022 11:13:11 AM | 751 ms] : ( d5_143.7411_True_390 )
[5/7/2022 11:13:11 AM | 767 ms] : ( d6_1027.543_True_399 )
[5/7/2022 11:13:11 AM | 875 ms] : ( d1_11.56561_True_70 )
[5/7/2022 11:13:11 AM | 891 ms] : ( d2_30.37374_True_80 )
[5/7/2022 11:13:11 AM | 907 ms] : ( d3_18.58527_True_90 )
[5/7/2022 11:13:11 AM | 927 ms] : ( d4_50.53434_True_100 )
[5/7/2022 11:13:11 AM | 938 ms] : ( d5_282.4478_True_110 )
[5/7/2022 11:13:11 AM | 958 ms] : ( d6_1135.522_True_130 )
[5/7/2022 11:13:12 AM |  64 ms] : ( d1_10.64621_True_190 )
[5/7/2022 11:13:12 AM |  79 ms] : ( d2_33.61313_True_200 )
[5/7/2022 11:13:12 AM |  95 ms] : ( d3_17.05294_True_210 )
[5/7/2022 11:13:12 AM | 111 ms] : ( d4_52.69393_True_220 )
[5/7/2022 11:13:12 AM | 127 ms] : ( d5_125.6397_True_230 )
[5/7/2022 11:13:12 AM | 142 ms] : ( d6_1482.289_True_240 )
[5/7/2022 11:13:12 AM | 252 ms] : ( d1_11.29409_True_310 )
[5/7/2022 11:13:12 AM | 267 ms] : ( d2_29.01613_True_320 )
[5/7/2022 11:13:12 AM | 284 ms] : ( d3_18.13274_True_340 )
[5/7/2022 11:13:12 AM | 300 ms] : ( d4_49.62927_True_350 )
[5/7/2022 11:13:12 AM | 315 ms] : ( d5_264.3464_True_360 )
[5/7/2022 11:13:12 AM | 331 ms] : ( d6_1090.269_True_370 )
[5/7/2022 11:13:12 AM | 438 ms] : ( d1_10.37469_True_30 )
[5/7/2022 11:13:12 AM | 454 ms] : ( d2_32.25552_True_40 )
[5/7/2022 11:13:12 AM | 469 ms] : ( d3_16.6004_True_50 )
[5/7/2022 11:13:12 AM | 485 ms] : ( d4_51.78886_True_60 )
[5/7/2022 11:13:12 AM | 500 ms] : ( d5_107.5382_True_70 )
[5/7/2022 11:13:12 AM | 517 ms] : ( d6_1437.035_True_80 )
[5/7/2022 11:13:12 AM | 626 ms] : ( d1_11.02257_True_150 )
[5/7/2022 11:13:12 AM | 642 ms] : ( d2_27.65853_True_160 )
[5/7/2022 11:13:12 AM | 658 ms] : ( d3_17.6802_True_170 )
[5/7/2022 11:13:12 AM | 673 ms] : ( d4_48.7242_True_180 )
[5/7/2022 11:13:12 AM | 694 ms] : ( d5_246.245_True_200 )
[5/7/2022 11:13:12 AM | 705 ms] : ( d6_1045.015_True_200 )
[5/7/2022 11:13:12 AM | 813 ms] : ( d1_10.10317_True_270 )
[5/7/2022 11:13:12 AM | 829 ms] : ( d2_30.89791_True_280 )
[5/7/2022 11:13:12 AM | 844 ms] : ( d3_16.14787_True_290 )
[5/7/2022 11:13:12 AM | 860 ms] : ( d4_50.88379_True_300 )
[5/7/2022 11:13:12 AM | 875 ms] : ( d5_289.4368_True_310 )
[5/7/2022 11:13:12 AM | 891 ms] : ( d6_1391.782_True_320 )
[5/7/2022 11:13:13 AM |   3 ms] : ( d1_10.75104_True_399 )
[5/7/2022 11:13:13 AM |  36 ms] : ( d2_31.68299_True_10 )
[5/7/2022 11:13:13 AM |  51 ms] : ( d3_16.40956_True_30 )
[5/7/2022 11:13:13 AM |  67 ms] : ( d4_51.40718_True_40 )
[5/7/2022 11:13:13 AM |  85 ms] : ( d5_299.9045_True_50 )
[5/7/2022 11:13:13 AM | 100 ms] : ( d6_1417.951_True_60 )
[5/7/2022 11:13:13 AM | 209 ms] : ( d1_10.90806_True_130 )
[5/7/2022 11:13:13 AM | 225 ms] : ( d2_27.086_True_140 )
[5/7/2022 11:13:13 AM | 238 ms] : ( d3_17.48936_True_140 )
[5/7/2022 11:13:13 AM | 254 ms] : ( d4_53.56677_True_150 )
[5/7/2022 11:13:13 AM | 270 ms] : ( d5_238.6113_True_160 )
[5/7/2022 11:13:13 AM | 286 ms] : ( d6_1025.931_True_170 )
[5/7/2022 11:13:13 AM | 395 ms] : ( d1_12.98866_True_240 )
[5/7/2022 11:13:13 AM | 417 ms] : ( d2_30.32539_True_250 )
[5/7/2022 11:13:13 AM | 427 ms] : ( d3_15.95703_True_270 )
[5/7/2022 11:13:13 AM | 443 ms] : ( d4_50.50211_True_280 )
[5/7/2022 11:13:13 AM | 459 ms] : ( d5_281.8031_True_290 )
[5/7/2022 11:13:13 AM | 473 ms] : ( d6_1372.698_True_290 )
[5/7/2022 11:13:13 AM | 585 ms] : ( d1_10.63654_True_360 )
[5/7/2022 11:13:13 AM | 600 ms] : ( d2_25.72839_True_370 )
[5/7/2022 11:13:13 AM | 616 ms] : ( d3_17.03682_True_390 )
[5/7/2022 11:13:13 AM | 632 ms] : ( d4_52.6617_True_399 )
[5/7/2022 11:13:13 AM | 659 ms] : ( d5_292.2709_True_10 )
[5/7/2022 11:13:13 AM | 680 ms] : ( d6_1398.867_True_30 )
[5/7/2022 11:13:13 AM | 803 ms] : ( d1_10.3027_True_100 )
[5/7/2022 11:13:13 AM | 823 ms] : ( d2_31.89555_True_120 )
[5/7/2022 11:13:13 AM | 838 ms] : ( d3_19.09254_True_130 )
[5/7/2022 11:13:13 AM | 854 ms] : ( d4_51.54888_True_140 )
[5/7/2022 11:13:13 AM | 869 ms] : ( d5_102.7386_True_150 )
[5/7/2022 11:13:13 AM | 885 ms] : ( d6_1186.249_True_160 )
[5/7/2022 11:13:13 AM | 996 ms] : ( d1_10.95057_True_230 )
[5/7/2022 11:13:14 AM |  12 ms] : ( d2_35.13494_True_240 )
[5/7/2022 11:13:14 AM |  41 ms] : ( d3_19.35423_True_250 )
[5/7/2022 11:13:14 AM |  60 ms] : ( d4_52.07227_True_270 )
[5/7/2022 11:13:14 AM |  76 ms] : ( d5_113.2064_True_280 )
[5/7/2022 11:13:14 AM |  93 ms] : ( d6_1130.608_True_290 )
[5/7/2022 11:13:14 AM | 215 ms] : ( d1_12.184_True_370 )
[5/7/2022 11:13:14 AM | 230 ms] : ( d2_33.46571_True_380 )
[5/7/2022 11:13:14 AM | 245 ms] : ( d3_19.61593_True_390 )
[5/7/2022 11:13:14 AM | 261 ms] : ( d4_47.81991_True_390 )
[5/7/2022 11:13:14 AM | 277 ms] : ( d5_123.6741_True_399 )
[5/7/2022 11:13:14 AM | 297 ms] : ( d6_1156.778_True_10 )
[5/7/2022 11:13:14 AM | 417 ms] : ( d1_12.34102_True_90 )
[5/7/2022 11:13:14 AM | 442 ms] : ( d2_39.63287_True_100 )
[5/7/2022 11:13:14 AM | 462 ms] : ( d3_16.67165_True_120 )
[5/7/2022 11:13:14 AM | 478 ms] : ( d4_46.70709_True_130 )
[5/7/2022 11:13:14 AM | 493 ms] : ( d5_205.9029_True_140 )
[5/7/2022 11:13:14 AM | 509 ms] : ( d6_1444.16_True_150 )
[5/7/2022 11:13:14 AM | 621 ms] : ( d1_12.49804_True_220 )
[5/7/2022 11:13:14 AM | 636 ms] : ( d2_27.87226_True_230 )
[5/7/2022 11:13:14 AM | 651 ms] : ( d3_15.13932_True_240 )
[5/7/2022 11:13:14 AM | 681 ms] : ( d4_47.23048_True_250 )
[5/7/2022 11:13:14 AM | 699 ms] : ( d5_216.3706_True_270 )
[5/7/2022 11:13:14 AM | 715 ms] : ( d6_1470.329_True_280 )
[5/7/2022 11:13:14 AM | 827 ms] : ( d1_10.73147_True_350 )
[5/7/2022 11:13:14 AM | 842 ms] : ( d2_26.20303_True_360 )
[5/7/2022 11:13:14 AM | 876 ms] : ( d3_18.98906_True_380 )
[5/7/2022 11:13:14 AM | 908 ms] : ( d4_54.92997_True_399 )
[5/7/2022 11:13:14 AM | 920 ms] : ( d5_265.8754_True_399 )
[5/7/2022 11:13:14 AM | 940 ms] : ( d6_1094.091_True_10 )
[5/7/2022 11:13:15 AM |  47 ms] : ( d1_10.39762_True_80 )
[5/7/2022 11:13:15 AM |  63 ms] : ( d2_32.37019_True_90 )
[5/7/2022 11:13:15 AM |  83 ms] : ( d3_19.25076_True_100 )
[5/7/2022 11:13:15 AM |  95 ms] : ( d4_51.86531_True_110 )
[5/7/2022 11:13:15 AM | 111 ms] : ( d5_109.0672_True_120 )
[5/7/2022 11:13:15 AM | 125 ms] : ( d6_1202.07_True_130 )
[5/7/2022 11:13:15 AM | 236 ms] : ( d1_11.0455_True_200 )
[5/7/2022 11:13:15 AM | 252 ms] : ( d2_35.60958_True_210 )
[5/7/2022 11:13:15 AM | 267 ms] : ( d3_17.71842_True_220 )
[5/7/2022 11:13:15 AM | 283 ms] : ( d4_54.0249_True_230 )
[5/7/2022 11:13:15 AM | 299 ms] : ( d5_247.7739_True_240 )
[5/7/2022 11:13:15 AM | 321 ms] : ( d6_1048.837_True_250 )
[5/7/2022 11:13:15 AM | 427 ms] : ( d1_10.1261_True_330 )
[5/7/2022 11:13:15 AM | 444 ms] : ( d2_31.01258_True_340 )
[5/7/2022 11:13:15 AM | 461 ms] : ( d3_18.79822_True_350 )
[5/7/2022 11:13:15 AM | 473 ms] : ( d4_50.96024_True_350 )
[5/7/2022 11:13:15 AM | 488 ms] : ( d5_290.9657_True_360 )
[5/7/2022 11:13:15 AM | 507 ms] : ( d6_1156.817_True_380 )
[5/7/2022 11:13:15 AM | 614 ms] : ( d1_10.77398_False_30 )
[5/7/2022 11:13:15 AM | 629 ms] : ( d2_34.25197_False_30 )
[5/7/2022 11:13:15 AM | 644 ms] : ( d3_17.26589_False_30 )
[5/7/2022 11:13:15 AM | 660 ms] : ( d4_53.11983_False_30 )
[5/7/2022 11:13:15 AM | 676 ms] : ( d5_229.6725_False_30 )
[5/7/2022 11:13:15 AM | 692 ms] : ( d6_1003.584_False_30 )
[5/7/2022 11:13:15 AM | 801 ms] : ( d1_12.85458_False_30 )
[5/7/2022 11:13:15 AM | 817 ms] : ( d2_29.65498_False_30 )
[5/7/2022 11:13:15 AM | 832 ms] : ( d3_18.34568_False_30 )
[5/7/2022 11:13:15 AM | 848 ms] : ( d4_50.05516_False_30 )
[5/7/2022 11:13:15 AM | 863 ms] : ( d5_272.8643_False_30 )
[5/7/2022 11:13:15 AM | 879 ms] : ( d6_1111.563_False_30 )
[5/7/2022 11:13:15 AM | 988 ms] : ( d1_10.50246_False_30 )
[5/7/2022 11:13:16 AM |   4 ms] : ( d2_32.89436_False_30 )
[5/7/2022 11:13:16 AM |  19 ms] : ( d3_16.81335_False_30 )
[5/7/2022 11:13:16 AM |  35 ms] : ( d4_52.21476_False_30 )
[5/7/2022 11:13:16 AM |  50 ms] : ( d5_211.571_False_30 )
[5/7/2022 11:13:16 AM |  66 ms] : ( d6_1458.33_False_30 )
[5/7/2022 11:13:16 AM | 174 ms] : ( d1_12.58306_False_30 )
[5/7/2022 11:13:16 AM | 190 ms] : ( d2_28.29737_False_30 )
[5/7/2022 11:13:16 AM | 206 ms] : ( d3_17.89315_False_30 )
[5/7/2022 11:13:16 AM | 221 ms] : ( d4_49.15009_False_30 )
[5/7/2022 11:13:16 AM | 237 ms] : ( d5_254.7628_False_30 )
[5/7/2022 11:13:16 AM | 253 ms] : ( d6_1066.31_False_30 )
[5/7/2022 11:13:16 AM | 370 ms] : ( d1_10.23094_False_100 )
[5/7/2022 11:13:16 AM | 376 ms] : ( d2_31.53675_False_100 )
[5/7/2022 11:13:16 AM | 392 ms] : ( d3_16.36082_False_100 )
[5/7/2022 11:13:16 AM | 408 ms] : ( d4_51.30968_False_100 )
[5/7/2022 11:13:16 AM | 423 ms] : ( d5_193.4696_False_100 )
[5/7/2022 11:13:16 AM | 439 ms] : ( d6_1413.077_False_100 )
[5/7/2022 11:13:16 AM | 549 ms] : ( d1_12.31154_False_100 )
[5/7/2022 11:13:16 AM | 565 ms] : ( d2_26.93976_False_100 )
[5/7/2022 11:13:16 AM | 581 ms] : ( d3_17.44061_False_100 )
[5/7/2022 11:13:16 AM | 597 ms] : ( d4_48.24502_False_100 )
[5/7/2022 11:13:16 AM | 612 ms] : ( d5_236.6614_False_100 )
[5/7/2022 11:13:16 AM | 628 ms] : ( d6_1021.056_False_100 )
[5/7/2022 11:13:16 AM | 737 ms] : ( d1_12.95941_False_100 )
[5/7/2022 11:13:16 AM | 753 ms] : ( d2_30.17915_False_100 )
[5/7/2022 11:13:16 AM | 767 ms] : ( d3_15.90828_False_100 )
[5/7/2022 11:13:16 AM | 782 ms] : ( d4_50.40461_False_100 )
[5/7/2022 11:13:16 AM | 810 ms] : ( d5_175.3682_False_250 )
[5/7/2022 11:13:16 AM | 814 ms] : ( d6_1367.823_False_250 )
[5/7/2022 11:13:16 AM | 923 ms] : ( d1_12.04002_False_250 )
[5/7/2022 11:13:16 AM | 938 ms] : ( d2_25.58215_False_250 )
[5/7/2022 11:13:16 AM | 954 ms] : ( d3_16.98808_False_250 )
[5/7/2022 11:13:16 AM | 969 ms] : ( d4_47.33995_False_250 )
[5/7/2022 11:13:16 AM | 985 ms] : ( d5_218.56_False_250 )
[5/7/2022 11:13:17 AM |   1 ms] : ( d6_1475.802_False_250 )
[5/7/2022 11:13:17 AM | 112 ms] : ( d1_12.68789_False_250 )
[5/7/2022 11:13:17 AM | 128 ms] : ( d2_28.82154_False_250 )
[5/7/2022 11:13:17 AM | 144 ms] : ( d3_15.45574_False_250 )
[5/7/2022 11:13:17 AM | 160 ms] : ( d4_49.49954_False_250 )
[5/7/2022 11:13:17 AM | 176 ms] : ( d5_157.2667_False_250 )
[5/7/2022 11:13:17 AM | 191 ms] : ( d6_1322.569_False_250 )
[5/7/2022 11:13:17 AM | 303 ms] : ( d1_11.76849_False_250 )
[5/7/2022 11:13:17 AM | 318 ms] : ( d2_39.22454_False_250 )
[5/7/2022 11:13:17 AM | 333 ms] : ( d3_16.53554_False_250 )
[5/7/2022 11:13:17 AM | 348 ms] : ( d4_46.43488_False_250 )
[5/7/2022 11:13:17 AM | 364 ms] : ( d5_200.4586_False_250 )
[5/7/2022 11:13:17 AM | 379 ms] : ( d6_1430.549_False_250 )
[5/7/2022 11:13:17 AM | 489 ms] : ( d1_12.41637_False_250 )
[5/7/2022 11:13:17 AM | 505 ms] : ( d2_27.46393_False_250 )
[5/7/2022 11:13:17 AM | 520 ms] : ( d3_15.00321_False_250 )
[5/7/2022 11:13:17 AM | 536 ms] : ( d4_48.59447_False_250 )
[5/7/2022 11:13:17 AM | 552 ms] : ( d5_139.1653_False_250 )
[5/7/2022 11:13:17 AM | 567 ms] : ( d6_1277.316_False_250 )
[5/7/2022 11:13:17 AM | 675 ms] : ( d1_11.49697_False_250 )
[5/7/2022 11:13:17 AM | 691 ms] : ( d2_37.86694_False_250 )
[5/7/2022 11:13:17 AM | 720 ms] : ( d3_15.2649_False_0 )
[5/7/2022 11:13:17 AM | 739 ms] : ( d4_49.11786_False_0 )
[5/7/2022 11:13:17 AM | 754 ms] : ( d5_254.1181_False_0 )
[5/7/2022 11:13:17 AM | 769 ms] : ( d6_1303.485_False_0 )
[5/7/2022 11:13:17 AM | 880 ms] : ( d1_10.22126_False_0 )
[5/7/2022 11:13:17 AM | 896 ms] : ( d2_38.65202_False_0 )
[5/7/2022 11:13:17 AM | 912 ms] : ( d3_16.3447_False_0 )
[5/7/2022 11:13:17 AM | 927 ms] : ( d4_46.05319_False_0 )
[5/7/2022 11:13:17 AM | 943 ms] : ( d5_192.8249_False_0 )
[5/7/2022 11:13:17 AM | 958 ms] : ( d6_1411.465_False_0 )
[5/7/2022 11:13:18 AM |  66 ms] : ( d1_12.30187_False_0 )
[5/7/2022 11:13:18 AM |  81 ms] : ( d2_26.89141_False_0 )
[5/7/2022 11:13:18 AM |  96 ms] : ( d3_19.81237_False_0 )
[5/7/2022 11:13:18 AM | 111 ms] : ( d4_48.21278_False_0 )
[5/7/2022 11:13:18 AM | 127 ms] : ( d5_236.0167_False_0 )
[5/7/2022 11:13:18 AM | 142 ms] : ( d6_1258.232_False_0 )
[5/7/2022 11:13:18 AM | 250 ms] : ( d1_12.94974_False_0 )
[5/7/2022 11:13:18 AM | 266 ms] : ( d2_37.29441_False_0 )
[5/7/2022 11:13:18 AM | 281 ms] : ( d3_15.89216_False_0 )
[5/7/2022 11:13:18 AM | 296 ms] : ( d4_45.14812_False_0 )
[5/7/2022 11:13:18 AM | 312 ms] : ( d5_174.7234_False_0 )
[5/7/2022 11:13:18 AM | 328 ms] : ( d6_1366.211_False_0 )
[5/7/2022 11:13:18 AM | 437 ms] : ( d1_12.03034_False_0 )
[5/7/2022 11:13:18 AM | 453 ms] : ( d2_25.5338_False_0 )
[5/7/2022 11:13:18 AM | 469 ms] : ( d3_19.35983_False_0 )
[5/7/2022 11:13:18 AM | 484 ms] : ( d4_47.30771_False_0 )
[5/7/2022 11:13:18 AM | 500 ms] : ( d5_217.9153_False_0 )
[5/7/2022 11:13:18 AM | 516 ms] : ( d6_1212.978_False_0 )
[5/7/2022 11:13:18 AM | 626 ms] : ( d1_12.67822_False_0 )
[5/7/2022 11:13:18 AM | 641 ms] : ( d2_35.9368_False_0 )
[5/7/2022 11:13:18 AM | 657 ms] : ( d3_15.43963_False_0 )
[5/7/2022 11:13:18 AM | 673 ms] : ( d4_54.24305_False_0 )
[5/7/2022 11:13:18 AM | 689 ms] : ( d5_156.622_False_0 )
[5/7/2022 11:13:18 AM | 705 ms] : ( d6_1320.958_False_0 )
[5/7/2022 11:13:18 AM | 813 ms] : ( d1_11.75882_False_0 )
[5/7/2022 11:13:18 AM | 829 ms] : ( d2_39.17619_False_0 )
[5/7/2022 11:13:18 AM | 845 ms] : ( d3_18.9073_False_0 )
[5/7/2022 11:13:18 AM | 861 ms] : ( d4_46.40264_False_0 )
[5/7/2022 11:13:18 AM | 876 ms] : ( d5_199.8138_False_0 )
[5/7/2022 11:13:18 AM | 892 ms] : ( d6_1167.724_False_0 )
[5/7/2022 11:13:19 AM |   2 ms] : ( d1_12.4067_False_0 )
[5/7/2022 11:13:19 AM |  18 ms] : ( d2_34.5792_False_0 )
[5/7/2022 11:13:19 AM |  33 ms] : ( d3_19.98709_False_0 )
[5/7/2022 11:13:19 AM |  49 ms] : ( d4_53.33798_False_0 )
[5/7/2022 11:13:19 AM |  65 ms] : ( d5_138.5206_False_0 )
[5/7/2022 11:13:19 AM |  81 ms] : ( d6_1275.704_False_0 )
[5/7/2022 11:13:19 AM | 192 ms] : ( d1_11.4873_False_0 )
[5/7/2022 11:13:19 AM | 208 ms] : ( d2_37.81858_False_0 )
[5/7/2022 11:13:19 AM | 223 ms] : ( d3_18.45476_False_0 )
[5/7/2022 11:13:19 AM | 239 ms] : ( d4_45.49757_False_0 )
[5/7/2022 11:13:19 AM | 254 ms] : ( d5_181.7124_False_0 )
[5/7/2022 11:13:19 AM | 270 ms] : ( d6_1122.471_False_0 )
[5/7/2022 11:13:19 AM | 379 ms] : ( d1_12.13518_False_0 )
[5/7/2022 11:13:19 AM | 395 ms] : ( d2_33.22159_False_0 )
[5/7/2022 11:13:19 AM | 411 ms] : ( d3_19.53455_False_0 )
[5/7/2022 11:13:19 AM | 426 ms] : ( d4_52.43291_False_0 )
[5/7/2022 11:13:19 AM | 441 ms] : ( d5_120.4191_False_0 )
[5/7/2022 11:13:19 AM | 456 ms] : ( d6_1230.45_False_0 )
[5/7/2022 11:13:19 AM | 566 ms] : ( d1_11.21578_False_0 )
[5/7/2022 11:13:19 AM | 582 ms] : ( d2_36.46097_False_0 )
[5/7/2022 11:13:19 AM | 598 ms] : ( d3_18.00222_False_0 )
[5/7/2022 11:13:19 AM | 613 ms] : ( d4_54.59249_False_0 )
[5/7/2022 11:13:19 AM | 629 ms] : ( d5_163.6109_False_0 )
[5/7/2022 11:13:19 AM | 645 ms] : ( d6_1077.217_False_0 )
[5/7/2022 11:13:19 AM | 755 ms] : ( d1_11.86366_False_0 )
[5/7/2022 11:13:19 AM | 771 ms] : ( d2_31.86398_False_0 )
[5/7/2022 11:13:19 AM | 787 ms] : ( d3_19.08202_False_0 )
[5/7/2022 11:13:19 AM | 802 ms] : ( d4_51.52783_False_0 )
[5/7/2022 11:13:19 AM | 818 ms] : ( d5_102.3177_False_0 )
[5/7/2022 11:13:19 AM | 833 ms] : ( d6_1185.197_False_0 )
[5/7/2022 11:13:19 AM | 943 ms] : ( d1_10.94426_False_0 )
[5/7/2022 11:13:19 AM | 958 ms] : ( d2_35.10337_False_0 )
[5/7/2022 11:13:19 AM | 973 ms] : ( d3_17.54969_False_0 )
[5/7/2022 11:13:19 AM | 988 ms] : ( d4_53.68742_False_0 )
[5/7/2022 11:13:20 AM |   4 ms] : ( d5_145.5095_False_0 )
[5/7/2022 11:13:20 AM |  20 ms] : ( d6_1031.964_False_0 )
[5/7/2022 11:13:20 AM | 129 ms] : ( d1_11.59214_False_0 )
[5/7/2022 11:13:20 AM | 144 ms] : ( d2_30.50637_False_0 )
[5/7/2022 11:13:20 AM | 160 ms] : ( d3_18.62948_False_0 )
[5/7/2022 11:13:20 AM | 175 ms] : ( d4_50.62276_False_0 )
[5/7/2022 11:13:20 AM | 191 ms] : ( d5_284.2162_False_0 )
[5/7/2022 11:13:20 AM | 206 ms] : ( d6_1139.943_False_0 )
[5/7/2022 11:13:20 AM | 315 ms] : ( d1_10.67274_False_0 )
[5/7/2022 11:13:20 AM | 331 ms] : ( d2_33.74576_False_0 )
[5/7/2022 11:13:20 AM | 348 ms] : ( d3_17.09715_False_0 )
[5/7/2022 11:13:20 AM | 364 ms] : ( d4_52.78235_False_0 )
[5/7/2022 11:13:20 AM | 380 ms] : ( d5_127.4081_False_0 )
[5/7/2022 11:13:20 AM | 395 ms] : ( d6_1486.71_False_0 )
[5/7/2022 11:13:20 AM | 504 ms] : ( d1_11.32061_False_0 )
[5/7/2022 11:13:20 AM | 520 ms] : ( d2_29.14877_False_0 )
[5/7/2022 11:13:20 AM | 535 ms] : ( d3_18.17695_False_0 )
[5/7/2022 11:13:20 AM | 550 ms] : ( d4_49.71769_False_0 )
[5/7/2022 11:13:20 AM | 566 ms] : ( d5_266.1148_False_0 )
[5/7/2022 11:13:20 AM | 582 ms] : ( d6_1094.69_False_0 )
